"Serial.Number","Start.Time","Segment.Start.Time","Segment.Duration","UpDown.median","UpDown.mad","Degrees.median","Degrees.mad","UpDown.mean","UpDown.var","UpDown.sd","Degrees.mean","Degrees.var","Degrees.sd","Magnitude.mean","Light.mean","Light.max","Temp.mean","Temp.sumdiff","Temp.meandiff","Temp.abssumdiff","Temp.sddiff","Step.GENEAcount","Step.sd","Step.mean","Principal.Frequency.median","Principal.Frequency.mad","Principal.Frequency.GENEAratio","Principal.Frequency.sumdiff","Principal.Frequency.meandiff","Principal.Frequency.abssumdiff","Principal.Frequency.sddiff"
"063955",1641518484,"01:21:24",382,-5.99315474213073,0.579006182549423,170,0,-5.95771459197878,0.285836392484243,0.534636692048201,170.418848167539,0.328906034720309,0.573503299659478,0.00752356177784433,0,0,31.9612565445026,0.600000000000001,0.00315789473684211,1.2,0.0435285750066005,0,0,0,NA,NA,NA,0,NA,0,NA
"063955",1641518866,"01:27:46",168,-4.10735259942911,0.910196640688051,170,1.4826,-4.12001627861866,0.844024253445309,0.918707926081684,169.952380952381,1.58806655192197,1.26018512605171,0.00745106990197844,0,0,32.2809523809524,0.199999999999996,0.00240963855421682,0.199999999999996,0.0219528519979376,0,0,0,NA,NA,NA,0,NA,0,NA
"063955",1641519034,"01:30:34",166,-1.89874165496995,0.652541352445238,170,0,-2.01475911256364,0.275962865082168,0.525321677719631,170.277108433735,0.300323244196297,0.548017558291974,0.00872166777202862,0,0,32.5409638554217,0.300000000000004,0.00365853658536591,0.900000000000013,0.0576175598045602,0,0,0,NA,NA,NA,0,NA,0,NA
"063955",1641519200,"01:33:20",10,-3.78138342794142,3.14210545112434,163,10.3782,-7.92820726259293,83.7153495796447,9.14960925830413,150.8,1142.2,33.7964495176638,0.131268133628186,0,0,32.7,0,0,0,0,0,0,0,NA,NA,NA,0,NA,0,NA
"063955",1641519210,"01:33:30",254,-42.9689833855568,0.468649826708524,150,1.4826,-42.9929603516467,0.24547906800502,0.495458442258299,149.629921259843,0.48893888263967,0.699241648244489,0.00574129367514736,0,0,32.3220472440945,-0.800000000000004,-0.00634920634920638,1.40000000000001,0.0562082296409089,1,0,157.894736842105,NA,NA,NA,0,NA,0,NA
"063955",1641519464,"01:37:44",10,-14.1776145251986,1.27016751022182,68,1.4826,-17.2978394326287,34.977047775555,5.91413964795853,97,1951.5,44.1757852222233,0.0160341305522359,0,0,31.9,0,0,0,0,0,0,0,NA,NA,NA,0,NA,0,NA
"063955",1641519474,"01:37:54",372,-14.1535495020056,0.468635568688483,63,1.4826,-14.1330729743589,0.222817474903668,0.472035459371082,63.1559139784946,2.31609997093868,1.52187383542089,0.00694684277309881,0,0,31.2634408602151,-1.3,-0.00702702702702701,1.7,0.0478258198902916,1,0,92.3076923076923,NA,NA,NA,0,NA,0,NA
"063955",1641519846,"01:44:06",10,-37.4718576715716,32.9445788630085,128,23.7216,-34.8330248816425,479.315346947511,21.8932717278051,125.2,2206.7,46.9755255425631,0.0323460877645296,0,0,30.6,0,0,0,0,0,0,0,NA,NA,NA,0,NA,0,NA
"063955",1641519856,"01:44:16",10,11.2962059134207,0.347485495015468,249,5.9304,7.72281317074516,66.6056648158908,8.16122936915088,237,950.5,30.830180018936,0.0354596756861048,0,0,30.6,0,0,0,0,0,0,0,NA,NA,NA,0,NA,0,NA
"063955",1641519866,"01:44:26",2306,10.7419677935907,0.377562218370699,257,1.4826,10.7284870760336,0.206721023658168,0.454665837355489,256.51604509974,11.8298204562976,3.43945060384614,0.0124519959237712,0,0,32.7566348655681,2.9,0.00251736111111111,18.4999999999999,0.0673612075210563,1,0,5.249343832021,NA,NA,NA,0,NA,0,NA
"063955",1641522172,"02:22:52",10,-39.3323875054056,24.2374034836235,133,26.6868,-42.1554756461156,237.9828942496,15.4266942100244,116,1126.5,33.5633728936768,0.025107810932989,0,0,33.5,0,0,0,0,0,0,0,NA,NA,NA,0,NA,0,NA
"063955",1641522182,"02:23:02",524,-36.866174745045,0.445985464257849,72,1.4826,-36.8909929704297,0.193014798032317,0.43933449447126,72.1106870229008,2.68885086718727,1.63977158994394,0.00615250290995619,0,0,32.4564885496183,-1.3,-0.00498084291187741,3.3,0.057630283979818,1,0,34.6820809248555,NA,NA,NA,0,NA,0,NA
"063955",1641522706,"02:31:46",10,-36.3810732323285,0.908448845565047,71,0,-33.2207722467838,29.6312034762039,5.44345510463749,113.4,3570.8,59.756171229422,0.0246902507600867,0,0,31.9,0,0,0,0,0,0,0,NA,NA,NA,0,NA,0,NA
"063955",1641522716,"02:31:56",150,-61.6954610848274,0.639257653171931,108,1.4826,-61.5359923599069,0.415124209939264,0.644301334733418,107.84,3.48756756756757,1.86750303013611,0.00643529865659277,0,0,31.816,0,0,2.99999999999997,0.11103498152964,0,0,0,NA,NA,NA,0,NA,0,NA
"063955",1641522866,"02:34:26",10,-48.9110435694492,2.09543769483571,120,7.413,-41.4989166085264,188.401969986518,13.7259597109462,134.6,1202.3,34.6741978998794,0.0336790349366107,0,0,31.78,-0.299999999999997,-0.0749999999999993,0.299999999999997,0.149999999999999,0,0,0,NA,NA,NA,0,NA,0,NA
"063955",1641522876,"02:34:36",12,-50.8875619025058,0.716499471021221,116,0,-50.7711035545523,0.536974540368985,0.732785466810707,115.166666666667,4.16666666666667,2.04124145231932,0.0135517282278783,0,0,31.6,0,0,0,0,0,0,0,NA,NA,NA,0,NA,0,NA
"063955",1641522888,"02:34:48",10,-50.2622789948378,2.63540465118949,112,2.9652,-44.0135676001965,105.659695666365,10.279090215888,121.4,227.8,15.0930447557807,0.0224517653625415,0,0,31.6,0,0,0,0,0,0,0,NA,NA,NA,0,NA,0,NA
"063955",1641522898,"02:34:58",1834,-51.033247217001,0.506064361949059,111,1.4826,-51.0165847136151,0.261761264462715,0.51162609830101,111.40239912759,0.638116508645526,0.798821950528105,0.00637299407640792,0,0,31.2806979280262,-0.5,-0.000545851528384279,4.90000000000003,0.0351379338901981,1,0,7.2289156626506,NA,NA,NA,0,NA,0,NA
"063955",1641524732,"03:05:32",12,-35.607315210934,12.2980663702094,109.5,52.6323,-35.342508674019,161.263095312661,12.6989407161645,176.166666666667,17370.9666666667,131.798963071288,0.10210867221326,0,0,31.1,0,0,0,0,0,0,0,NA,NA,NA,0,NA,0,NA
"063955",1641524744,"03:05:44",162,-5.54911902886001,0.473554133471618,18,1.4826,-5.55480542113667,0.36944695859737,0.607821485797738,21.2962962962963,1048.38611111111,32.3787910693267,0.00731641943005883,0,0,31.1,0,0,0,0,0,0,0,NA,NA,NA,0,NA,0,NA
"063955",1641524906,"03:08:26",318,-6.39273113561011,0.372091312356797,14,0,-6.43417972511429,0.204914552199778,0.452674885762153,13.8301886792453,0.357057559111536,0.597542934952406,0.00755474885911859,0,0,31.1,0,0,0,0,0,0,0,NA,NA,NA,0,NA,0,NA
"063955",1641525224,"03:13:44",160,-8.5036033825083,0.527586858308646,3,0,-8.64968395550905,1.63108411480813,1.27713903503422,7.0125,1371.07579113924,37.0280406062654,0.00803211855563056,0,0,31.4575,0.5,0.00632911392405063,0.5,0.0403248735095818,0,0,0,NA,NA,NA,0,NA,0,NA
"063955",1641525384,"03:16:24",10,-1.42061564654234,4.00823084369693,325,5.9304,-4.38077012301098,108.022255580266,10.3933755623602,322,71.5,8.45576726264388,0.0594259817696116,0,0,31.6,0,0,0,0,0,0,0,NA,NA,NA,0,NA,0,NA
"063955",1641525394,"03:16:34",574,2.6179111816768,0.580851411031925,320,0,2.51337989692551,0.519641052645656,0.720861326917775,318.135888501742,544.96398723228,23.3444637383745,0.00803703805403417,0,0,32.4247386759582,1.4,0.00489510489510489,3.79999999999999,0.0624962273428901,0,0,0,NA,NA,NA,0,NA,0,NA
"063955",1641525968,"03:26:08",384,3.33819485671425,0.314797547188456,35,1.4826,3.34141980884902,0.0912911439936802,0.302144243687812,35.2291666666667,1.17233856893543,1.08274584687979,0.00633999312196146,0,0,33.3703125,0.799999999999997,0.00418848167539265,1.39999999999999,0.0456905618873008,0,0,0,NA,NA,NA,0,NA,0,NA
"063955",1641526352,"03:32:32",10,-4.13158090944013,8.40560677843188,35,10.3782,-4.25701840186734,47.1845794448501,6.86910324895835,33.8,95.2,9.75704873412037,0.127708232705079,0,0,33.8,0,0,0,0,0,0,0,NA,NA,NA,0,NA,0,NA
"063955",1641526362,"03:32:42",106,13.8646498311304,0.618591145762374,112,1.4826,13.6316788175998,1.37278829560907,1.17166048649302,112.075471698113,2.64804063860668,1.62728013525842,0.00944736880348212,0,0,33.4509433962264,-0.799999999999997,-0.0153846153846153,0.799999999999997,0.0638153444717272,1,0,136.363636363636,NA,NA,NA,0,NA,0,NA
"063955",1641526468,"03:34:28",10,8.68242939338313,8.40413830509666,111,25.2042,8.76544029508688,37.9828896267059,6.16302601217177,89,1533.5,39.1599284984026,0.0201067003534876,0,0,33,0,0,0,0,0,0,0,NA,NA,NA,0,NA,0,NA
"063955",1641526478,"03:34:38",268,-34.5361965114005,0.443531773189643,122,1.4826,-34.5338284957201,1.82524868510388,1.35101764796167,121.753731343284,3.94641454382224,1.98655846725493,0.00831468938183919,0,0,33.0611940298507,0.200000000000003,0.00150375939849626,1.00000000000001,0.0388956693196107,1,0,136.363636363636,NA,NA,NA,0,NA,0,NA
"063955",1641526746,"03:39:06",308,-29.5867604547629,0.423716219760422,75,1.4826,-29.4817069048265,1.87097541799243,1.36783603476163,76.9220779220779,157.078855784738,12.5331103795003,0.00750248901484937,0,0,32.8766233766234,-0.5,-0.00326797385620915,0.900000000000006,0.0370247084170523,1,0,95.2380952380952,NA,NA,NA,0,NA,0,NA
"063955",1641527054,"03:44:14",1556,-36.6605694294995,0.468288078193791,128,1.4826,-36.6570595903039,0.295066764486411,0.543200482774464,128.038560411311,8.32283550535479,2.88493249580554,0.00681886597285582,0,0,33.5493573264781,1.4,0.0018018018018018,5.39999999999997,0.0448002076445715,1,0,8.70827285921626,NA,NA,NA,0,NA,0,NA
"063955",1641528610,"04:10:10",14,-28.2826651210096,12.5310344221075,144,23.7216,-28.7102238111303,148.300097109662,12.1778527298396,146.428571428571,395.285714285714,19.8817935379511,0.0314469513607967,0,0,33.8,0,0,0,0,0,0,0,NA,NA,NA,0,NA,0,NA
"063955",1641528624,"04:10:24",276,5.26830218862716,0.356299573383225,251,0,5.29609021776496,0.166505609718922,0.40805098911646,250.876811594203,0.473764942346345,0.688305849420405,0.0134438275093199,0,0,33.6173913043478,0,0,3.59999999999997,0.0891132788678998,1,0,49.5867768595041,NA,NA,NA,0,NA,0,NA
"063955",1641528900,"04:15:00",10,-6.24052685296063,16.6273738544382,172,48.9258,-7.4435584759537,173.66798223231,13.1783148479732,196.4,2692.3,51.8873780412925,0.105099463117612,0,0,33.8,0,0,0,0,0,0,0,NA,NA,NA,0,NA,0,NA
"063955",1641528910,"04:15:10",292,17.386158092675,0.328666571844877,263,0,17.4240940395041,0.573229281055329,0.757119066630427,262.671232876712,0.498063297118564,0.705735996756977,0.0127101934947025,0,0,33.8,0,0,0,0,1,0,43.1654676258993,NA,NA,NA,0,NA,0,NA
"063955",1641529202,"04:20:02",10,-0.460600573317379,15.5632155405433,161,37.065,-0.493218557065711,195.332130142094,13.976127151042,183.2,2804.7,52.9594184258098,0.0405438869167714,0,0,33.8,0,0,0,0,0,0,0,NA,NA,NA,0,NA,0,NA
"063955",1641529212,"04:20:12",10,-7.22763560138861,3.27094786162126,292,13.3434,-30.1025719166187,1186.71659474572,34.4487531667798,225,14313.5,119.639040450849,0.145667709159555,0,0,33.8,0,0,0,0,0,0,0,NA,NA,NA,0,NA,0,NA
"063955",1641529222,"04:20:22",220,-4.71155929892969,0.451941401187181,296,0,-4.70659956497577,0.167975577560645,0.40984823723013,295.627272727273,0.272643869891576,0.522153109625497,0.00708932292256267,0,0,33.2845454545455,-0.599999999999994,-0.00550458715596325,2.39999999999998,0.0814621729817661,0,0,0,NA,NA,NA,0,NA,0,NA
"063955",1641529442,"04:24:02",10,-5.03798493331881,1.24933459234001,295,2.9652,-16.7174359418051,387.229958913601,19.6781594391752,240.2,5801.2,76.1656090371501,0.0316833664095882,0,0,33.38,-0.299999999999997,-0.0749999999999993,0.299999999999997,0.149999999999999,0,0,0,NA,NA,NA,0,NA,0,NA
"063955",1641529452,"04:24:12",10,-0.53697216624866,8.09502889556392,223,1.4826,2.72992461487112,93.7140755597711,9.68060305764941,224,51,7.14142842854285,0.0533787971897461,0,0,33.38,0,0,0.599999999999994,0.244948974278315,0,0,0,NA,NA,NA,0,NA,0,NA
"063955",1641529462,"04:24:22",40,-6.08193858618701,0.341563476017359,224,0,-6.10287382565483,0.180079900203569,0.424358221557647,223.95,0.365789473684211,0.604805318829299,0.00850392736560116,0,0,33.2,0,0,0,0,0,0,0,NA,NA,NA,0,NA,0,NA
"063955",1641529502,"04:25:02",10,-4.45803347588779,1.0362171833338,221,2.9652,1.05721689597291,67.5608512662747,8.21954081845663,213.4,145.3,12.0540449642433,0.0506413911179647,0,0,33.2,0,0,0,0,0,0,0,NA,NA,NA,0,NA,0,NA
"063955",1641529512,"04:25:12",168,-4.68854325013235,0.390649707410618,223,0,-4.5237992634056,2.7221034695936,1.64987983489514,222.333333333333,39.1164658634538,6.25431577900043,0.00917405661684728,0,0,32.7738095238095,-0.800000000000004,-0.00963855421686752,1.40000000000001,0.0691665678286944,0,0,0,NA,NA,NA,0,NA,0,NA
"063955",1641529680,"04:28:00",10,-16.4499606585871,34.9202209632957,126,11.8608,-19.7802406379911,528.841470143085,22.9965534405285,131,495,22.248595461287,0.11494675552833,0,0,32.4,0,0,0,0,0,0,0,NA,NA,NA,0,NA,0,NA
"063955",1641529690,"04:28:10",358,-34.0043531160081,0.457261602702669,118,1.4826,-34.0165321685814,0.297027650583531,0.545002431722585,117.748603351955,0.807231184483083,0.898460452375664,0.00766964097943648,0,0,32.2156424581006,-0.199999999999996,-0.00112359550561795,1.39999999999997,0.0397574056562216,1,0,67.4157303370787,NA,NA,NA,0,NA,0,NA
"063955",1641530048,"04:34:08",272,-6.36532744875171,0.446407734525883,29,0,-6.27986566361877,16.7053612136505,4.0872192519671,38.2941176470588,2490.92026143791,49.9091200226763,0.0129493100083176,0,0,32.1382352941176,-0.300000000000004,-0.00222222222222225,0.300000000000004,0.0258198889747165,0,0,0,NA,NA,NA,0,NA,0,NA
"063955",1641530320,"04:38:40",276,-13.6525793655496,0.407141966885699,294,0,-13.6361512478776,0.268476925830083,0.518147590779001,294.550724637681,17.1981381571988,4.14706379950909,0.0101708367248494,0,0,32.6594202898551,1.3,0.00948905109489054,2.29999999999999,0.0662917034987743,1,0,375,NA,NA,NA,0,NA,0,NA
"063955",1641530596,"04:43:16",28,-5.22431559892891,0.464283300031459,23,0.7413,-5.515846139257,1.25733931655549,1.12131142710466,44.6428571428571,7235.17032967033,85.0598044300028,0.0127672174700364,0,0,33.2,0,0,0,0,0,0,0,NA,NA,NA,0,NA,0,NA
"063955",1641530624,"04:43:44",10,-10.4013333612267,8.22028690523067,23,13.3434,-13.8123791548844,109.14954023322,10.4474657325698,46.8,1470.7,38.3497066481609,0.059965780900642,0,0,33.2,0,0,0,0,0,0,0,NA,NA,NA,0,NA,0,NA
"063955",1641530634,"04:43:54",16,-3.50390100792811,1.88650415958835,109.5,1.4826,-2.74103065719243,7.23636407498052,2.69004908412105,110.625,13.125,3.62284418654736,0.0127695854296025,0,0,33.025,-0.200000000000003,-0.028571428571429,0.200000000000003,0.0755928946018465,0,0,0,NA,NA,NA,0,NA,0,NA
"063955",1641530650,"04:44:10",14,-8.78923576886542,1.33666082932317,105,0,-8.74435953253854,1.10444659060601,1.05092653911014,104.857142857143,0.476190476190476,0.690065559342354,0.00979560406720876,0,0,33,0,0,0,0,0,0,0,NA,NA,NA,0,NA,0,NA
"063955",1641530664,"04:44:24",14,-0.297377794444841,1.67807691959266,112,7.413,1.68108781921392,11.7058887982821,3.42138696997023,112.428571428571,28.6190476190476,5.34967733784456,0.0159294183315865,0,0,33,0,0,0,0,0,0,0,NA,NA,NA,0,NA,0,NA
"063955",1641530678,"04:44:38",14,8.77783221093456,4.6394577838772,123,8.8956,10.2176651689114,30.8077486281376,5.55047282924055,126.857142857143,199.809523809524,14.1353996692532,0.0273691855148305,0,0,33,0,0,0,0,0,0,0,NA,NA,NA,0,NA,0,NA
"063955",1641530692,"04:44:52",244,-8.58925440752031,0.29717889759388,15,0,-8.67468197310833,0.394509028014555,0.628099536709394,17.7868852459016,765.491396829698,27.6675151907376,0.00859148865344979,0,0,32.5795081967213,-0.600000000000001,-0.00495867768595042,1.20000000000001,0.054545454545455,0,0,0,NA,NA,NA,0,NA,0,NA
"063955",1641530936,"04:48:56",10,-10.4252666725232,1.37833693034812,4,2.9652,-13.951291571611,71.9611524446428,8.48299195123058,5.4,24.8,4.97995983919549,0.0315487110856956,0,0,32.4,0,0,0,0,0,0,0,NA,NA,NA,0,NA,0,NA
"063955",1641530946,"04:49:06",586,27.1645271684993,0.46024360081448,135,1.4826,27.2145859423747,0.330995106544519,0.575321741762398,135.17747440273,3.42729907896582,1.85129659400265,0.011812258178039,0,0,31.5225255972696,-1.5,-0.00513698630136986,2.30000000000001,0.0431689130443353,1,0,20.9059233449477,NA,NA,NA,0,NA,0,NA
"063955",1641531532,"04:58:52",14,-14.0521915390665,2.87394799547896,41,40.0302,-12.125400926494,23.4078851391329,4.83816960628014,122.571428571429,19973.2857142857,141.326875414005,0.0596002475984857,0,0,30.7714285714286,0,0,0.599999999999994,0.189736659610101,0,0,0,NA,NA,NA,0,NA,0,NA
"063955",1641531546,"04:59:06",550,-3.44972628792843,0.410202212618832,28,1.4826,-3.47048116728037,0.454016093429481,0.673807163385402,28.7272727272727,3.41804910418049,1.84879666382772,0.00702750869445029,0,0,30.9661818181818,0.200000000000003,0.00072992700729928,3.99999999999999,0.0634725868721584,0,0,0,NA,NA,NA,0,NA,0,NA
"063955",1641532096,"05:08:16",10,38.4931720148646,5.4216738778309,120,16.3086,35.0039253246099,75.060890992044,8.663768867649,105.4,958.3,30.9564209817608,0.0300378230660799,0,0,31.1,0,0,0,0,1,0,Inf,NA,NA,NA,0,NA,0,NA
"063955",1641532106,"05:08:26",104,10.1729988686149,0.50933276316417,39,0,10.0192021312916,0.933289498451979,0.966069096106474,39.5384615384615,1.03770739064857,1.01867923835159,0.00833595155350706,0,0,31.1,0,0,0,0,1,0,146.341463414634,NA,NA,NA,0,NA,0,NA
"063955",1641532210,"05:10:10",12,-24.729152593717,13.4009052331802,210.5,161.6034,-24.7068247816049,97.3877841673892,9.86852492358353,201.833333333333,18110.9666666667,134.576991594651,0.121722794057933,0,0,31.1,0,0,0,0,0,0,0,NA,NA,NA,0,NA,0,NA
"063955",1641532222,"05:10:22",198,30.205513546609,0.54829219114193,147,0,30.1942331416223,0.360410065778521,0.600341624226174,147.333333333333,1.14285714285714,1.0690449676497,0.0104369272521225,0,0,31.0252525252525,-0.200000000000003,-0.00204081632653064,0.600000000000009,0.0351127545679258,1,0,64.5161290322581,NA,NA,NA,0,NA,0,NA
"063955",1641532420,"05:13:40",224,26.2675833275292,0.620388464382514,110,1.4826,26.373823230292,0.76542883381851,0.874887897858069,109.607142857143,42.7992277992278,6.54211187608618,0.0117322392889909,0,0,30.6535714285714,-0.299999999999997,-0.00270270270270268,0.899999999999991,0.049468924055152,1,0,56.6037735849057,NA,NA,NA,0,NA,0,NA
"063955",1641532644,"05:17:24",10,-34.1317045945918,16.4076428904884,103,17.7912,-29.5072148559329,228.038250377736,15.1009354139979,101.6,323.8,17.9944435868409,0.0516945059168575,0,0,30.6,0,0,0,0,0,0,0,NA,NA,NA,0,NA,0,NA
"063955",1641532654,"05:17:34",18,-3.74058969369322,18.2308781861413,146,51.891,4.85613185861393,539.941398781845,23.2366391455788,144,1791,42.3202079389977,0.121070170209701,3.02737520128824,13.6231884057971,30.6,0,0,0,0,0,0,0,NA,NA,NA,0,NA,0,NA
"063955",1641532672,"05:17:52",10,-27.0555083873202,3.02362801234819,134,16.3086,-32.2182952192655,70.5554558117874,8.39972950825129,130.4,173.3,13.1643457870112,0.114826460324414,2.72463768115942,13.6231884057971,30.6,0,0,0,0,0,0,0,NA,NA,NA,0,NA,0,NA
"063955",1641532682,"05:18:02",998,-25.3068275041293,0.464954507527523,142,0,-25.3189781553946,0.190756488355209,0.436756783983042,141.561122244489,0.311015605508205,0.55768773117956,0.00640829507563135,0,0,33.1983967935872,4.2,0.00843373493975903,6.19999999999997,0.0571731514083117,1,0,14.7783251231527,NA,NA,NA,0,NA,0,NA
"063955",1641533680,"05:34:40",100,-21.9377839526411,0.547030138952724,117,0,-21.8291283067565,0.606464952066952,0.778758596785263,117.26,3.46163265306122,1.86054633187707,0.00833440324892517,0,0,34.854,0.300000000000004,0.00612244897959192,0.900000000000013,0.0747444626302023,0,0,0,NA,NA,NA,0,NA,0,NA
"063955",1641533780,"05:36:20",10,-14.5248254320822,1.68740446947727,80,4.4478,-11.3314488156515,35.520315634739,5.9598922502625,128.2,4791.7,69.2221062956047,0.0457211355370088,40.8695652173913,40.8695652173913,35.1,0,0,0,0,0,0,0,NA,NA,NA,0,NA,0,NA
"063955",1641533790,"05:36:30",90,-15.1010747631153,0.3453770760705,76,0,-15.1629907187258,3.16426999608565,1.77883950824285,79.8888888888889,261.60101010101,16.1740845212646,0.0111796316509017,40.2640901771337,40.8695652173913,34.6111111111111,-0.800000000000004,-0.0181818181818183,0.800000000000004,0.0691231703916241,0,0,0,NA,NA,NA,0,NA,0,NA
"063955",1641533880,"05:38:00",20,-5.61718985874763,0.917993846490676,138.5,1.4826,-6.63963764819347,4.73762689068684,2.1766090348721,143.8,201.511111111111,14.1954609333798,0.0113180426258566,28.6086956521739,40.8695652173913,34.03,-0.299999999999997,-0.033333333333333,0.299999999999997,0.0999999999999991,0,0,0,NA,NA,NA,0,NA,0,NA
"063955",1641533900,"05:38:20",10,-43.0503112603217,7.51351240529936,95,8.8956,-36.6379328829956,204.321253118985,14.2940985416704,95.8,268.7,16.3920712541155,0.0320734217337916,10.8985507246377,40.8695652173913,33.92,-0.200000000000003,-0.0500000000000007,0.200000000000003,0.100000000000001,0,0,0,NA,NA,NA,0,NA,0,NA
"063955",1641533910,"05:38:30",28,-11.8643861603987,0.479684456848023,90,0,-11.9201182599695,0.1888483839352,0.434566892359738,90.1428571428571,0.43956043956044,0.662993544131796,0.00630471514845894,40.8695652173913,40.8695652173913,33.8,0,0,0,0,0,0,0,NA,NA,NA,0,NA,0,NA
